Paper Title;Year;Author;Publication;Url of paper
Surface characterization and defect detection by analysis of images obtained with coherent light;1991.0;PM Lonardo, AA Bruzzone, C Gambaro, F Parizzi;Elsevier;https://www.sciencedirect.com/science/article/pii/S0007850607620496
System for defect detection on material;1993.0;T Thomas, M Cattoen;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/289826/
COF defect detection and classification system based on reference image;2013.0;J Kim;koreascience.or.kr;https://www.koreascience.or.kr/article/JAKO201325954479974.page
Defect detection of printing images on cans based on SSIM and chromatism;2017.0;M Zhou, G Wang, J Wang, C Hui…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8322912/
Research on insulator defect detection algorithm of transmission line based on CenterNet;2021.0;C Wu, X Ma, X Kong, H Zhu;journals.plos.org;https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0255135
Filter-based feature selection for rail defect detection;2004.0;C Mandriota, M Nitti, N Ancona, E Stella…;Springer;https://link.springer.com/article/10.1007/s00138-004-0148-3
Automatic fabric defect detection using a wide-and-light network;2021.0;J Wu, J Le, Z Xiao, F Zhang, L Geng, Y Liu, W Wang;Springer;https://link.springer.com/article/10.1007/s10489-020-02084-6
Real-time defect detection network for polarizer based on deep learning;2020.0;R Liu, Z Sun, A Wang, K Yang, Y Wang…;Springer;https://link.springer.com/article/10.1007/s10845-020-01536-7
Application of morphological segmentation to leaking defect detection in sewer pipelines;2014.0;TC Su, MD Yang;mdpi.com;https://www.mdpi.com/72334
Optimal morphological filter design for fabric defect detection;2005.0;KL Mak, P Peng, HYK Lau;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/1600745/
An Automatic Surface Defect Detection System for Hot Ingot Casting Slabs Using an Infrared Scanning Camera and Image Processors;1981.0;H KITAGAWA, A FUJII, S MIYAKE…;jstage.jst.go.jp;https://www.jstage.jst.go.jp/article/isijinternational1966/21/3/21_3_201/_article/-char/ja/
Fabric defect detection based on deep-feature and low-rank decomposition;2020.0;Z Liu, B Wang, C Li, M Yu…;journals.sagepub.com;https://journals.sagepub.com/doi/abs/10.1177/1558925020903026
Survey of Mura Defect Detection in Liquid Crystal Displays Based on Machine Vision;2021.0;W Ming, S Zhang, X Liu, K Liu, J Yuan, Z Xie, P Sun…;mdpi.com;https://www.mdpi.com/2073-4352/11/12/1444
Defect detection of fabrics With Generative Adversarial Network Based flaws modeling;2020.0;J Liu, BG Zhang, L Li;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9327368/
Automated defect detection for masonry arch bridges;2019.0;D Brackenbury, I Brilakis…;icevirtuallibrary.com;https://www.icevirtuallibrary.com/doi/full/10.1680/icsic.64669.003
A coarse-to-fine model for rail surface defect detection;2018.0;H Yu, Q Li, Y Tan, J Gan, J Wang…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8424494/
A method of fabric defect detection using local contrast deviation;2009.0;M Shi, R Fu, S Huang, Y Guo…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/5305722/
TFT-LCD Defect Detection Using Mean Difference Between Local Regions Based on Multi-scale Image Reconstruction;2012.0;CD Jung, SM Lee, BJ Yun, JJ Lee…;koreascience.or.kr;https://www.koreascience.or.kr/article/JAKO201223659811067.page
Nonsegmenting defect detection and SOM-based classification for surface inspection using color vision;1999.0;H Kauppinen, H Rautio…;spiedigitallibrary.org;https://www.spiedigitallibrary.org/conference-proceedings-of-spie/3826/0000/Nonsegmenting-defect-detection-and-SOM-based-classification-for-surface-inspection/10.1117/12.364334.short
Erel-net: A remedy for industrial bottle defect detection;2018.0;N Patel, S Mukherjee, L Ying;Springer;https://link.springer.com/chapter/10.1007/978-3-030-04375-9_39
Automatic thermographic image defect detection of composites;2011.0;B Luo, B Liebenberg, J Raymont…;spiedigitallibrary.org;https://www.spiedigitallibrary.org/conference-proceedings-of-spie/8013/80130S/Automatic-thermographic-image-defect-detection-of-composites/10.1117/12.886805.short
A defect detection method for unpatterned fabric based on multidirectional binary patterns and the gray-level co-occurrence matrix;2020.0;F Li, L Yuan, K Zhang, W Li;journals.sagepub.com;https://journals.sagepub.com/doi/abs/10.1177/0040517519879904
Deep learning-based intelligent defect detection of cutting wheels with industrial images in manufacturing;2020.0;S Yang, X Li, X Jia, Y Wang, H Zhao, J Lee;Elsevier;https://www.sciencedirect.com/science/article/pii/S2351978920315808
FFCNN: A deep neural network for surface defect detection of magnetic tile;2020.0;L Xie, X Xiang, H Xu, L Wang, L Lin…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9047149/
Machine vision for wood defect detection and classification;2011.0;S Jabo;odr.chalmers.se;https://odr.chalmers.se/bitstream/20.500.12380/136883/1/136883.pdf
A comparative study on the adaptive lattice filter structures in the context of texture defect detection;1996.0;R Meylani, A Ertuzun, A Erçil;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/584549/
A vision-based fusion method for defect detection of milling cutter spiral cutting edge;2021.0;T Zhang, C Zhang, Y Wang, X Zou, T Hu;Elsevier;https://www.sciencedirect.com/science/article/pii/S026322412100258X
SDDNet: a fast and accurate network for surface defect detection;2021.0;L Cui, X Jiang, M Xu, W Li, P Lv…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9353254/
A cascaded combination method for defect detection of metal gear end-face;2022.0;Y Su, P Yan, R Yi, J Chen, J Hu, C Wen;Elsevier;https://www.sciencedirect.com/science/article/pii/S0278612522000711
Real-time defect detection of track components: Considering class imbalance and subtle difference between classes;2021.0;Z Tu, S Wu, G Kang, J Lin;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9559954/
Defect detection and monitoring in metal additive manufactured parts through deep learning of spatially resolved acoustic spectroscopy signals;2018.0;J Williams, P Dryburgh, A Clare, P Rao…;par.nsf.gov;https://par.nsf.gov/servlets/purl/10089768
Weld defect detection using a modified anisotropic diffusion model;2012.0;I Ben Mhamed, S Abid…;asp-eurasipjournals.springeropen …;https://asp-eurasipjournals.springeropen.com/articles/10.1186/1687-6180-2012-46
Bayesian pressure snake for weld defect detection;2009.0;AB Goumeidane, M Khamadja…;Springer;https://link.springer.com/chapter/10.1007/978-3-642-04697-1_29
Tire Speckle Interference Bubble Defect Detection Based on Improved Faster RCNN-FPN;2022.0;S Yang, D Jiao, T Wang, Y He;mdpi.com;https://www.mdpi.com/1424-8220/22/10/3907
A new set-up for pulsed digital shearography applied to defect detection in composite structures;2004.0;F Santos, M Vaz, J Monteiro;Elsevier;https://www.sciencedirect.com/science/article/pii/S0143816603000848
Automatic fabric defect detection using cascaded mixed feature pyramid with guided localization;2020.0;Y Wu, X Zhang, F Fang;mdpi.com;https://www.mdpi.com/634976
A novel defect detection optical system using 199-nm light source for EUVL mask;2010.0;R Hirano, N Kikuiri, M Hirono, R Ogawa…;spiedigitallibrary.org;https://www.spiedigitallibrary.org/conference-proceedings-of-spie/7638/76382Z/A-novel-defect-detection-optical-system-using-199-nm-light/10.1117/12.848679.short
Robust defect detection method for a non-periodic TFT-LCD pad area;2017.0;JY Lee, TW Kim, HJ Pahk;Springer;https://link.springer.com/article/10.1007/s12541-017-0128-y
A study of an improved RCNN network model for surface defect detection algorithm of precision workpiece and its realisation;2020.0;X Dai, Y Zhao, C Zhu;inderscienceonline.com;https://www.inderscienceonline.com/doi/abs/10.1504/IJWMC.2020.109275
On-line defect detection algorithms for surface inspection of hot rolled strips;2010.0;X Ke, Y Chaolin;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/5535586/
PCB Electronic component defect detection method based on improved YOLOv4 algorithm;2021.0;H Xin, Z Chen, B Wang;iopscience.iop.org;https://iopscience.iop.org/article/10.1088/1742-6596/1827/1/012167/meta
Using gray-level-co-occurrence matrix and wavelet transform for textural fabric defect detection: A comparison study;2018.0;S Sadaghiyanfam;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8391440/
A new algorithm for fabric defect detection based on image distance difference;2009.0;J Zhang, L Li;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/5369042/
The introduction of AOI in PCB defect detection based on linear array camera;2016.0;M Guo, R Wang;atlantis-press.com;https://www.atlantis-press.com/proceedings/ifmeita-16/25850446
Defect detection of gold-plated surfaces on PCBs using entropy measures;2002.0;DM Tsai, BT Lin;Springer;https://link.springer.com/article/10.1007/s001700200172
Development of a laboratory model for automated road defect detection;2016.0;H Bello-Salau, AM Aibinu, EN Onwuka…;researchgate.net;https://www.researchgate.net/profile/Adeiza-Onumanyi/publication/312591339_Development_of_a_laboratory_model_for_automated_road_defect_detection/links/5884b2aa92851c21ff4ade04/Development-of-a-laboratory-model-for-automated-road-defect-detection.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail
Defect detection in welding radiographic images based on semantic segmentation methods;2022.0;H Xu, ZH Yan, BW Ji, PF Huang, JP Cheng, XD Wu;Elsevier;https://www.sciencedirect.com/science/article/pii/S0263224121014421
Spatial smoothing based segmentation method for internal defect detection in X-ray images of casting components;2017.0;A Kamalakannan…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8064796/
Zero-sample surface defect detection and classification based on semantic feedback neural network;2021.0;Y Guo, Y Fan, Z Xiang, H Wang, W Meng…;arxiv.org;https://arxiv.org/abs/2106.07959
A strip steel surface defect detection method based on attention mechanism and multi-scale maxpooling;2021.0;M Tang, Y Li, W Yao, L Hou, Q Sun…;iopscience.iop.org;https://iopscience.iop.org/article/10.1088/1361-6501/ac0ca8/meta
On the use of hash functions for defect detection in textures for in-camera web inspection systems;2002.0;IC Baykal, R Muscedere…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/1010791/
Surface defect detection methods for industrial products: A review;2021.0;Y Chen, Y Ding, F Zhao, E Zhang, Z Wu, L Shao;mdpi.com;https://www.mdpi.com/2076-3417/11/16/7657
Defect detection of photovoltaic modules based on convolutional neural network;2017.0;M Sun, S Lv, X Zhao, R Li, W Zhang…;Springer;https://link.springer.com/chapter/10.1007/978-3-319-73564-1_13
Defect detection algorithm in steel billets using morphological top-hat filter;2009.0;D Lee, Y Kang, C Park, S Won;Elsevier;https://www.sciencedirect.com/science/article/pii/S1474667016326027
Photoluminescence for defect detection on full-sized photovoltaic modules;2021.0;B Doll, J Hepp, M Hoffmann, R Schüler…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9520381/
Defect detection in textures through the use of entropy as a means for automatically selecting the wavelet decomposition level;2016.0;PJ Navarro, C Fernández-Isla, PM Alcover, J Suardíaz;mdpi.com;https://www.mdpi.com/149672
Defect detection method based on 2D entropy image segmentation;2020.0;迟大钊， 刚铁;zghj.xml-journal.net;http://zghj.xml-journal.net/fileZGHJ/journal/article/zghj/2020/1/PDF/chidazhao.pdf
Application of a new image recognition technology in fabric defect detection;2008.0;B Cui, H Liu, T Xue;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/5076687/
Copper Strip Surface Defect Detection Model Based on Deep Convolutional Neural Network;2021.0;Y Xu, D Wang, B Duan, H Yu, H Liu;mdpi.com;https://www.mdpi.com/1286246
A Contactless PCBA Defect Detection Method: Convolutional Neural Networks With Thermographic Images;2022.0;M Jeon, S Yoo, SW Kim;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9695463/
Engineering neural networks for improved defect detection and classification;2019.0;D Patel, R Bonam, AA Oberai;spiedigitallibrary.org;https://www.spiedigitallibrary.org/conference-proceedings-of-spie/10959/1095910/Engineering-neural-networks-for-improved-defect-detection-and-classification/10.1117/12.2515065.short
TFT-LCD Mura defect detection using wavelet and cosine transforms;2008.0;SL Chen, ST Chou;jstage.jst.go.jp;https://www.jstage.jst.go.jp/article/jamdsm/2/3/2_3_441/_article/-char/ja/
On image registration and defect detection techniques in the print quality detection of cigarette wrapper;2008.0;Z Zhengwei, G Yuying;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/4605136/
Thermography is cool: Defect detection using liquid nitrogen as a stimulus;2019.0;L Lei, G Ferrarini, A Bortolin, G Cadelano, P Bison…;Elsevier;https://www.sciencedirect.com/science/article/pii/S0963869518303049
Edge Defect Detection of Network Image by the Application of Modal Symmetry;2021.0;Y Zhu;Springer;https://link.springer.com/article/10.1007/s11277-021-08347-w
An Image-Based Deep Learning Approach with Improved DETR for Power Line Insulator Defect Detection.;2022.0;Y Cheng, D Liu;search.ebscohost.com;https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=1687725X&AN=158956730&h=HNWdQsmZYWLp8nsbYErS1Pz1voongAQf3hcVouT9%2BmxY0EsqXBIXFH1W9j9V98p6sEKeaRSDlTfdRyPn0BHIyA%3D%3D&crl=c
An Infrared Thermal Image Defect Detection Method Based on Phase Features*;2021.0;Y Li, Y Yang, J Zhang, C Chen…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/9693578/
Application of Data-Driven Iterative Learning Algorithm in Transmission Line Defect Detection;2021.0;Y Chen, H Wang, J Shen, X Zhang, X Gao;hindawi.com;https://www.hindawi.com/journals/sp/2021/9976209/
SMD LED chips defect detection using a YOLOv3-dense model;2021.0;SH Chen, CC Tsai;Elsevier;https://www.sciencedirect.com/science/article/pii/S1474034621000100
Machine vision system based on a coupled image segmentation algorithm for surface-defect detection of a Si3N4 bearing roller;2022.0;D Liao, M Yin, H Luo, J Li, N Wu;opg.optica.org;https://opg.optica.org/abstract.cfm?uri=josaa-39-4-571
Comparing threshold-selection methods for image segmentation: application to defect detection in automated visual inspection systems;2016.0;R López-Leyva, A Rojas-Domínguez…;Springer;https://link.springer.com/chapter/10.1007/978-3-319-39393-3_4
High‐speed TFT LCD defect‐detection system with genetic algorithm;2008.0;CS Lin, YC Liao, YL Lay, KC Lee, MS Yeh;emerald.com;https://www.emerald.com/insight/content/doi/10.1108/01445150810849037/full/html
Research and application of label defect detection method based on machine vision;2020.0;X Ren, W Wang, J Ren, X Mao…;iopscience.iop.org;https://iopscience.iop.org/article/10.1088/1742-6596/1453/1/012084/meta
SVM based defect detection for industrial applications;2017.0;AJ Chittilappilly, K Subramaniam;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8014696/
A faster-rcnn based chemical fiber paper tube defect detection method;2017.0;Y Shi, Y Li, X Wei, Y Zhou;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/8119386/
A UAV infrared measurement approach for defect detection in photovoltaic plants;2017.0;P Addabbo, A Angrisano, ML Bernardi…;ieeexplore.ieee.org;https://ieeexplore.ieee.org/abstract/document/7999594/
Research of solar cell surface defect detection system based on machine vision;2013.0;ML Feng, XJ Zhou, JG Yu;Trans Tech Publ;https://www.scientific.net/AMR.718-720.532
